0,0.5372,0.268845149
0.05,0.5364,0.267404456
0.1,0.544,0.267383391
0.15,0.544,0.266220716
0.2,0.5732,0.237456247
0.25,0.5816,0.235531184
0.3,0.5924,0.232533166
0.35,0.6196,0.216445874
0.4,0.6512,0.200739856
0.45,0.6596,0.193801497
0.5,0.7056,0.176683275
0.55,0.7388,0.157397715
0.6,0.8,0.120475249
0.65,0.838,0.100549511
0.7,0.8708,0.0944336502
0.75,0.92,0.0531459293
0.8,0.9532,0.0344306461
0.85,0.9896,0.0157739128
0.9,0.9972,0.00701019666
0.95,1,0
